iter	Logloss
372	0.4859011298
373	0.4858874963
374	0.4858717709
375	0.4858592229
376	0.4858529487
377	0.4858399537
378	0.4858303224
379	0.4858157549
380	0.4857930478
381	0.4857848636
382	0.4857796594
383	0.4857640885
384	0.4857549549
385	0.4857459311
386	0.4857407751
387	0.4857335449
388	0.485724707
389	0.4857212813
390	0.4857070632
391	0.4857006117
392	0.4856941673
393	0.4856821035
394	0.4856786338
395	0.4856667006
396	0.4856573647
397	0.4856504596
398	0.4856412926
399	0.4856384403
400	0.4856239561
401	0.4856183521
402	0.4856068053
403	0.485598839
404	0.4855882842
405	0.4855828436
406	0.4855746863
407	0.485561657
408	0.4855584806
409	0.4855501933
410	0.4855451758
411	0.4855366433
412	0.4855243162
413	0.4855147051
414	0.4855081893
415	0.4854974482
416	0.4854972014
417	0.4854806213
418	0.4854725525
419	0.4854663585
420	0.4854553256
421	0.485451791
422	0.4854506455
423	0.4854448658
424	0.485436645
425	0.4854308915
426	0.4854259528
427	0.4854181559
428	0.4854137254
429	0.4854084331
430	0.4854035843
431	0.485397592
432	0.4853899441
433	0.4853782218
434	0.4853743023
435	0.4853622976
436	0.4853514947
437	0.4853417879
438	0.4853361116
439	0.4853306372
440	0.4853241609
441	0.4853169127
442	0.485306627
443	0.485299347
444	0.4852909961
445	0.4852750081
446	0.4852626908
447	0.4852550993
448	0.4852415917
449	0.4852315363
450	0.4852255542
451	0.485219842
452	0.4852127081
453	0.4852072498
454	0.4852046588
455	0.4852003094
456	0.4851952182
457	0.4851888211
458	0.4851781824
459	0.4851715785
460	0.4851629467
461	0.4851523133
462	0.485147223
463	0.485138353
464	0.4851329344
465	0.4851233413
466	0.4851226861
467	0.4851215754
468	0.4851173616
469	0.4851033216
470	0.4850943242
471	0.4850943157
472	0.4850883515
473	0.4850865156
474	0.4850744801
475	0.485066743
476	0.4850594475
477	0.4850521525
478	0.4850486452
479	0.4850425447
480	0.4850340324
481	0.4850267244
482	0.485020823
483	0.4850088106
484	0.4850031146
485	0.4849939717
486	0.4849829842
487	0.4849713572
488	0.4849594958
489	0.4849476266
490	0.4849384408
491	0.4849302429
492	0.4849214606
493	0.4849097329
494	0.4848962474
495	0.4848842942
496	0.4848810016
497	0.4848780446
498	0.4848756499
499	0.4848596353
500	0.4848496048
501	0.4848411512
502	0.4848333481
503	0.4848230982
504	0.484818207
505	0.4848166222
506	0.4848063453
507	0.4848052361
508	0.4847979317
509	0.4847921514
510	0.4847921242
511	0.4847920349
512	0.4847906477
513	0.4847881819
514	0.484787107
515	0.4847769223
516	0.4847744302
517	0.4847713731
518	0.4847662139
519	0.4847595952
520	0.4847479
521	0.4847460955
522	0.4847386938
523	0.4847288293
524	0.4847182287
525	0.4847091359
526	0.4846964527
527	0.4846961882
528	0.484692274
529	0.4846831463
530	0.4846773258
531	0.4846713525
532	0.484663254
533	0.4846578881
534	0.4846480364
535	0.48464726
536	0.4846369849
537	0.4846278648
538	0.4846191351
539	0.4846125153
540	0.4846053706
541	0.4846003496
542	0.4845917876
543	0.4845780045
544	0.4845709593
545	0.4845662571
546	0.484560268
547	0.4845600806
548	0.4845553662
549	0.4845547127
550	0.4845481603
551	0.4845392252
552	0.4845344281
553	0.4845338812
554	0.4845231762
555	0.4845126248
556	0.4845126244
557	0.4845038853
558	0.4844886582
559	0.4844884246
560	0.4844762681
561	0.4844595418
562	0.4844508717
563	0.4844508597
564	0.4844413121
565	0.4844349955
566	0.4844346583
567	0.4844242135
568	0.4844183852
569	0.4844097058
570	0.4844017383
571	0.4843922824
572	0.4843827785
573	0.4843810636
574	0.4843784134
575	0.4843673757
576	0.484356258
577	0.4843529755
578	0.4843393589
579	0.4843393584
580	0.4843266501
581	0.4843244375
582	0.4843152636
583	0.4842999619
584	0.4842999302
585	0.4842883994
586	0.4842830774
587	0.484267979
588	0.4842584207
589	0.4842502596
590	0.4842413853
591	0.4842297033
592	0.4842163715
593	0.4842144097
594	0.4842049978
595	0.4841915712
596	0.4841841211
597	0.484184082
598	0.4841771983
599	0.4841668342
600	0.4841544844
601	0.484145297
602	0.4841335667
603	0.4841331247
604	0.4841262111
605	0.4841236029
606	0.4841110429
607	0.4841075216
608	0.4840950261
609	0.4840812144
610	0.484069971
611	0.4840548614
612	0.4840397183
613	0.4840387833
614	0.4840323588
615	0.484023099
616	0.4840119444
617	0.4839989227
618	0.4839876334
619	0.4839758873
620	0.4839754632
621	0.4839602298
622	0.4839567238
623	0.4839489727
624	0.4839330698
625	0.4839280313
626	0.4839236756
627	0.4839120321
628	0.4839084685
629	0.4838980576
630	0.4838975353
631	0.4838879351
632	0.4838758921
633	0.4838636196
634	0.4838528871
635	0.4838430396
636	0.4838323499
637	0.4838180677
638	0.4838177554
639	0.4838053505
640	0.4837915239
641	0.4837862129
642	0.483779156
643	0.4837728426
644	0.4837695904
645	0.4837584073
646	0.4837423697
647	0.4837273665
648	0.4837237432
649	0.4837223564
650	0.4837184075
651	0.4837081665
652	0.4836980164
653	0.4836876623
654	0.4836710821
655	0.4836708729
656	0.4836650535
657	0.4836562341
658	0.4836513801
659	0.4836401248
660	0.4836333977
661	0.4836217206
662	0.4836206466
663	0.4836125453
664	0.483599953
665	0.4835858638
666	0.4835751076
667	0.4835748688
668	0.4835729535
669	0.4835617272
670	0.4835555735
671	0.4835423669
672	0.4835300969
673	0.4835192295
674	0.4835096159
675	0.4835081742
676	0.4834969572
677	0.4834900711
678	0.4834771651
679	0.4834618643
680	0.4834608866
681	0.4834497897
682	0.4834390785
683	0.4834234795
684	0.4834132082
685	0.4833970776
686	0.4833886685
687	0.4833876916
688	0.4833725166
689	0.4833638428
690	0.4833597467
691	0.4833456255
692	0.4833314065
693	0.4833182095
694	0.4833075822
695	0.4833013469
696	0.4832963375
697	0.4832896759
698	0.483289242
699	0.4832775608
700	0.4832769555
701	0.4832621221
702	0.4832529157
703	0.4832524431
704	0.4832445312
705	0.4832436563
706	0.4832431139
707	0.4832309582
708	0.4832300221
709	0.4832170231
710	0.4832114243
711	0.4832021502
712	0.4831862408
713	0.4831782052
714	0.4831779264
715	0.4831668272
716	0.4831643747
717	0.4831639092
718	0.4831631756
719	0.4831572697
720	0.4831481327
721	0.4831343108
722	0.4831338557
723	0.4831248507
724	0.4831158519
725	0.4831130306
726	0.4831125271
727	0.4831007053
728	0.4831002946
729	0.4830942748
730	0.4830937386
731	0.4830874817
732	0.4830776205
733	0.4830762254
734	0.4830653729
735	0.4830573036
736	0.4830437976
737	0.4830397324
738	0.4830310879
739	0.4830175835
740	0.4830089182
741	0.4830037228
742	0.4829967768
743	0.4829960114
744	0.4829911692
745	0.4829827716
746	0.4829770726
747	0.4829641949
748	0.4829617342
749	0.4829515084
750	0.4829405617
751	0.4829255321
752	0.4829152644
753	0.4829049463
754	0.4828977883
755	0.4828849406
756	0.4828812612
757	0.482868958
758	0.4828646035
759	0.482857536
760	0.4828481971
761	0.4828383384
762	0.4828366136
763	0.4828308745
764	0.4828233264
765	0.4828170022
766	0.482808035
767	0.4827992413
768	0.4827885373
769	0.4827876635
770	0.4827826049
771	0.4827744456
772	0.4827701111
773	0.4827662164
774	0.4827581536
775	0.4827481751
776	0.4827372097
777	0.4827270704
778	0.4827183149
779	0.4827134815
780	0.4827053368
781	0.4826980717
782	0.4826887597
783	0.4826756548
784	0.4826712737
785	0.4826696979
786	0.4826659397
787	0.482659921
788	0.4826566421
789	0.4826552052
790	0.4826548944
791	0.4826536135
792	0.4826398982
793	0.482639551
794	0.4826389347
795	0.482632068
796	0.482623115
797	0.4826107221
798	0.4826047355
799	0.4825976199
800	0.4825894708
801	0.4825889997
802	0.4825825915
803	0.4825747056
804	0.4825679003
805	0.4825551298
806	0.4825460308
807	0.4825427184
808	0.4825349987
809	0.4825257166
810	0.4825130328
811	0.4825053118
812	0.4825016678
813	0.4824907399
814	0.482479541
815	0.4824792485
816	0.4824775352
817	0.4824644865
818	0.4824522258
819	0.4824474441
820	0.4824402851
821	0.4824290777
822	0.4824225777
823	0.4824155814
824	0.4824148482
825	0.4824030829
826	0.4823930059
827	0.4823894285
828	0.4823829737
829	0.4823725572
830	0.4823718996
831	0.4823693874
832	0.4823634478
833	0.4823510286
834	0.4823499822
835	0.4823414582
836	0.4823348036
837	0.482334612
838	0.4823230254
839	0.4823226811
840	0.4823141521
841	0.482304671
842	0.4822920469
843	0.482290371
844	0.4822848659
845	0.4822720955
846	0.4822702277
847	0.4822656446
848	0.4822552349
849	0.4822434414
850	0.4822399075
851	0.4822355311
852	0.4822348231
853	0.4822223598
854	0.4822125067
855	0.4822118994
856	0.4821990051
857	0.4821918836
858	0.4821856511
859	0.4821754339
860	0.4821640036
861	0.4821545515
862	0.4821464484
863	0.4821382506
864	0.4821286652
865	0.4821266652
866	0.4821196731
867	0.4821166175
868	0.4821164612
869	0.4821081646
870	0.482106418
871	0.4820972238
872	0.4820957373
873	0.4820857069
874	0.4820801769
875	0.4820799907
876	0.4820697941
877	0.4820568616
878	0.4820524887
879	0.4820515674
880	0.4820481645
881	0.4820448573
882	0.4820430935
883	0.4820322419
884	0.4820204491
885	0.4820134062
886	0.4820025024
887	0.4819943696
888	0.4819896805
889	0.4819750753
890	0.4819737365
891	0.4819686298
892	0.4819669492
893	0.4819625501
894	0.4819533801
895	0.4819473721
896	0.48194014
897	0.4819381816
898	0.4819324974
899	0.48192419
900	0.4819236366
901	0.4819226951
902	0.481913983
903	0.4819106751
904	0.481899183
905	0.4818989407
906	0.4818880059
907	0.4818764196
908	0.4818644173
909	0.4818525634
910	0.4818468163
911	0.481839807
912	0.4818253051
913	0.4818247416
914	0.4818243892
915	0.4818123464
916	0.4818093885
917	0.4818066143
918	0.4818024114
919	0.4818019251
920	0.4817977919
921	0.4817886007
922	0.4817740695
923	0.4817713662
924	0.4817576845
925	0.4817559031
926	0.48175339
927	0.481743824
928	0.4817340664
929	0.4817307898
930	0.4817207716
931	0.4817134364
932	0.4817005759
933	0.4816965813
934	0.4816812764
935	0.4816750155
936	0.4816746872
937	0.4816686611
938	0.4816652002
939	0.4816642127
940	0.4816635739
941	0.4816556533
942	0.481655647
943	0.4816457757
944	0.4816450999
945	0.4816403655
946	0.4816401184
947	0.4816396562
948	0.4816278023
949	0.4816148225
950	0.4816076278
951	0.4816046053
952	0.4815967281
953	0.4815947614
954	0.4815862382
955	0.481584734
956	0.4815781558
957	0.4815648712
958	0.4815535478
959	0.4815527717
960	0.4815422178
961	0.4815349047
962	0.4815249011
963	0.4815240044
964	0.4815112467
965	0.481504577
966	0.4815041288
967	0.4814921073
968	0.4814879078
969	0.481485492
970	0.4814851722
971	0.4814846781
972	0.4814821205
973	0.4814728569
974	0.4814726083
975	0.4814602531
976	0.4814598816
977	0.4814590024
978	0.4814507224
979	0.4814470686
980	0.4814367596
981	0.481423611
982	0.4814217168
983	0.4814210145
984	0.4814112595
985	0.4813978478
986	0.4813892152
987	0.481378644
988	0.4813756455
989	0.4813649675
990	0.4813593207
991	0.481350441
992	0.481343874
993	0.4813296176
994	0.481327384
995	0.4813165774
996	0.481303428
997	0.4813029138
998	0.4812985709
999	0.4812913031
1000	0.4812893491
1001	0.4812802627
1002	0.4812665349
1003	0.4812541753
1004	0.4812449495
1005	0.4812381706
1006	0.4812308137
1007	0.4812165446
1008	0.481206278
1009	0.481201642
1010	0.4811958455
1011	0.4811944013
1012	0.4811867339
1013	0.4811863125
1014	0.4811785716
1015	0.4811645537
1016	0.4811557677
1017	0.4811422027
1018	0.4811370686
1019	0.4811225042
1020	0.4811185421
1021	0.4811125026
1022	0.4811059176
1023	0.4810947212
1024	0.481094721
1025	0.4810905749
1026	0.4810813925
1027	0.4810791077
1028	0.4810728968
1029	0.4810674355
1030	0.4810583877
1031	0.4810487056
1032	0.4810478807
1033	0.4810446361
1034	0.4810387196
1035	0.4810301987
1036	0.4810292095
1037	0.4810246199
1038	0.481011755
1039	0.4810015376
1040	0.4810009272
1041	0.481000927
1042	0.4809929342
1043	0.4809824712
1044	0.4809821402
1045	0.4809784001
1046	0.4809749272
1047	0.4809732086
1048	0.480967872
1049	0.4809642899
1050	0.4809558701
1051	0.4809524845
1052	0.4809522798
1053	0.4809411319
1054	0.4809304251
1055	0.4809177818
1056	0.480904655
1057	0.4809028761
1058	0.4808945962
1059	0.4808877922
1060	0.4808816689
1061	0.480873733
1062	0.4808626119
1063	0.4808532554
1064	0.4808515508
1065	0.4808456109
1066	0.4808450133
1067	0.4808440834
1068	0.4808303968
1069	0.4808197055
1070	0.4808051122
1071	0.4807973168
1072	0.4807918973
1073	0.4807898573
1074	0.480787958
1075	0.4807795642
1076	0.4807774146
1077	0.4807648965
1078	0.4807608251
1079	0.4807563772
1080	0.4807545843
1081	0.4807463417
1082	0.4807399474
1083	0.4807320665
1084	0.4807258061
1085	0.480724846
1086	0.4807242561
1087	0.480720738
1088	0.480714675
1089	0.4807086956
1090	0.4806994846
1091	0.4806905021
1092	0.4806802403
1093	0.4806781021
1094	0.4806707241
1095	0.4806593395
1096	0.4806592238
1097	0.4806566997
1098	0.4806460078
1099	0.480631203
1100	0.4806229972
1101	0.4806189854
1102	0.4806172194
1103	0.4806115377
1104	0.4806037443
1105	0.4805992552
1106	0.4805906434
1107	0.4805829219
1108	0.4805803185
1109	0.4805782259
1110	0.4805683128
1111	0.4805609956
1112	0.4805550471
1113	0.4805538035
1114	0.480549082
1115	0.4805450984
1116	0.4805391857
1117	0.4805363002
1118	0.4805290958
1119	0.4805193653
1120	0.4805101498
1121	0.4805086815
1122	0.4805078297
